CifId,GroundTruth,Predicted,Error
BIHMUC_clean,428.65698,397.3291,31.32788
WUBHEI_clean,570.2626,539.01025,31.25232
HOXSUK_clean,347.52133,378.64145,31.120117
SADLEQ_clean,496.81976,465.70874,31.111023
NEXXIZ_clean,463.89893,432.8488,31.05014
CAXXEG_clean,336.92307,367.93585,31.012787
ACALIB_clean,278.70978,309.7217,31.011932
SAKDEQ_clean,486.14307,455.15472,30.988342
GALCAZ_clean,381.80078,350.8813,30.919495
KEFBOO_clean,431.57645,400.66898,30.90747
NUNCEG_clean,502.42896,471.54236,30.886597
ISISUZ_clean,293.42456,324.3004,30.875854
XEYMAR_clean,364.86942,334.01447,30.85495
PEMREG_clean,335.07645,365.90387,30.827423
MUGHED_clean,498.4448,467.63397,30.810822
BUCVAY_clean,359.01227,389.8042,30.791931
CISLUN_clean,272.92252,303.69925,30.776733
VEGXOW_clean,384.06052,414.8248,30.764282
KIYMAI_clean,504.5959,473.8412,30.7547
VEHJOJ_clean,309.47617,340.22403,30.747864
ADEGIA01_clean,509.64285,478.94446,30.698395
HIHGIQ_clean,391.77762,422.47308,30.695465
BOMCOX_clean,315.37674,346.02472,30.64798
SUCLOT_clean,559.9807,529.361,30.61969
ROGSAI_clean,330.64386,361.2552,30.611328
LIKGUJ_clean,257.5411,288.15097,30.609863
EHAFIE_clean,455.4549,424.86563,30.589264
PUNSIB_clean,358.10226,327.56323,30.539032
RAYKIN_clean,403.28238,372.78204,30.500336
LODPUR_clean,279.69266,310.192,30.499329
SIVJIS_clean,292.24307,322.72217,30.479095
SAJDIT_clean,256.78708,226.34344,30.443634
LAVSUY_clean,521.4612,491.0316,30.429596
LEYQUD_clean,448.4895,418.06317,30.42633
NUCCEV_clean,366.56064,336.18872,30.371918
TOPKIT_clean,217.7469,248.11635,30.369446
OYIVOI_clean,220.62233,250.99133,30.369003
KAVTUY_clean,394.63696,364.31042,30.326538
KETHEY01_clean,398.0726,367.7626,30.309998
WECJIZ_clean,245.65176,275.82053,30.168762
TEBSAW_clean,313.2024,343.32236,30.119965
MAFMAK01_clean,418.92276,388.80515,30.117615
WEFDAO_clean,374.59418,344.5582,30.03598
IGUCET_clean,318.71658,348.65826,29.94168
EMUVAL_clean,335.45895,365.2965,29.837555
ZEKRIS_clean,388.4792,418.2758,29.7966
HAZNON_clean,341.09668,370.86307,29.766388
MAKGEN_clean,437.23868,407.48755,29.75113
SONVEX_neutral_b,348.3277,318.70844,29.619263
SETQIT_clean,329.07388,299.47177,29.602112
OTABES_clean,365.3521,394.94678,29.594666
VEHKIE_SL,432.3013,402.87204,29.42926
CAVSUP_clean,262.3014,291.6885,29.387115
FECZAQ_manual,472.29337,442.90652,29.38684
SOJKOT02_clean,281.79294,311.13455,29.341614
HIQWOV_clean,389.76523,360.43372,29.331512
FIFNUE_clean,257.84607,287.06116,29.215088
VAGBUD_clean,317.13025,346.33917,29.208923
RUPVAB_clean,384.6935,355.50278,29.190735
HICWIB_clean,274.0768,303.2603,29.183502
QARTEK_clean,278.5341,307.67047,29.136383
LITCUO_clean,371.0573,400.1725,29.115173
YARZEZ_clean,315.986,345.08182,29.095825
FOPBAP_clean,338.37082,309.34872,29.022095
XEXLET_clean,411.3731,382.36963,29.003479
JITPOS_SL,185.85858,214.83353,28.974945
YOYVOZ_clean,374.6452,403.60034,28.95514
QOPPOC_clean,236.34755,265.28287,28.935318
PUVREF_clean,224.15254,195.32828,28.824265
ASAJOU_clean,362.03412,333.23187,28.802246
PEFRID_clean,440.18646,411.45624,28.730225
RIYWED_clean,432.20715,403.4812,28.725952
FAMQAO_clean,273.54834,302.243,28.694672
CIWYUD_clean,440.95642,412.26904,28.687378
HOHJAR_clean,350.1978,321.5269,28.670929
OCURAG_clean,379.2705,350.60483,28.66568
BEPVOJ_clean,430.31784,401.65558,28.662262
GASSUR_clean,324.94177,353.57672,28.634949
REHHOD_clean,397.83386,369.27936,28.554504
CUKXIR_clean,298.2101,269.70444,28.505676
XACHOA_clean,388.77032,360.37775,28.392578
UVUGAV_clean,434.43564,406.07532,28.360321
YUDFOU_clean,334.94986,363.21933,28.26947
AWEJIW_clean,436.14728,407.90143,28.24585
MAFLUD_clean,414.94705,386.7236,28.22345
NUVYIN_clean,319.55988,347.76428,28.204407
JALLEQ_clean,342.07153,313.9109,28.160645
ETEJIX_clean,149.27574,177.42618,28.150436
TUTHOG_clean,356.59442,384.71545,28.121033
PEVBUP_clean,391.24835,363.17627,28.072083
MEGBAD_clean,399.17148,427.23743,28.065948
PIJJOI_clean,400.3413,372.3529,27.988403
HOQMIL04_clean,344.43713,372.39978,27.962646
PUGGOP_clean,412.2609,384.3011,27.959808
UKUBUY_clean,332.81,360.71887,27.908875
ZECKID_clean,285.10635,313.00092,27.894562
QIQZIB_clean,236.36555,264.19,27.824448
JOSNAG_clean,320.56903,292.75708,27.81195
HOWJEK_clean,373.74356,345.94012,27.803436
PEMRIK_clean,405.9265,378.13043,27.796082
QAGQEW_clean,246.55544,274.34985,27.794418
UFEXIN_clean,338.05576,365.81845,27.762695
CUQROX_clean,491.8128,464.06003,27.752777
WAHNOL_clean,291.26862,319.00885,27.740234
YUWKIL_clean,429.5855,401.85214,27.733368
NUCPEI_clean,388.0669,415.7883,27.721405
KUTHOY_clean,379.5591,351.86917,27.689941
VITZAB_clean,334.10403,361.76273,27.658691
IFAQUC_clean,634.868,607.21906,27.648926
SEFSOM_clean,339.5467,311.9021,27.644592
FERWAC_clean,331.23325,358.85318,27.619934
YOYNUX_clean,415.6322,388.07193,27.560272
PUZJOL_clean,346.5127,374.07037,27.557678
AMUFOF_clean,429.83774,402.30472,27.53302
UHASED_clean,226.23047,253.75124,27.520767
OPOBOL_clean,374.11038,401.58713,27.476746
XIFHIF_clean,438.25156,410.78586,27.465698
CISMIC_clean,352.37338,379.81564,27.44226
GUKYUI_clean,319.3081,291.8854,27.422699
OHIHUJ_clean,481.02527,453.66705,27.358215
BETDEL_clean,506.08038,478.78467,27.295715
AVETEC_clean,371.52435,344.25003,27.274323
BASTUM_clean,222.27716,249.53679,27.259628
NUNSOG_clean,199.55705,226.78036,27.223312
FECWOB01_clean,408.42004,381.20963,27.210419
NUFBEX_clean,330.81494,357.96774,27.152802
NIMPEG_clean,272.33563,299.43524,27.09961
HOZFEJ_clean,329.3891,302.30078,27.088318
COSMII_clean,392.82312,419.86334,27.040222
RIFGAQ_clean,316.57748,289.55585,27.021637
GUDJOG_clean,245.24806,218.24239,27.005676
AVUJIL_clean,458.01968,431.06345,26.956238
EXAXAE_clean,223.62411,250.53415,26.910034
NUVXOT_clean,376.27414,403.17197,26.897827
GUHGOH_clean,440.12842,413.23373,26.894684
BINRUN_clean,386.9077,413.7957,26.88797
JORSEQ_clean,392.48288,365.63412,26.848755
YOZJEE01_clean,296.35266,323.17905,26.826385
VERZUP_clean,196.09875,222.90268,26.803925
FAMQES_clean,273.54834,300.31906,26.770721
WENKEH_clean,417.98224,391.2363,26.745941
TATSIS_clean,329.74664,356.4749,26.728271
MIFLIY_clean,436.84875,410.15564,26.693115
UNEBIZ_clean,426.49524,399.82028,26.674957
DAWCAH_clean,248.69943,275.33282,26.633392
JIXWUJ02_clean,280.9181,307.48212,26.564026
MIZKOW_clean,384.28738,357.7752,26.512177
WAQFAX_clean,413.61182,387.11145,26.500366
EBINUA_clean,281.00775,307.47684,26.469086
GEGDED_clean,296.16785,322.59036,26.422516
QOSJUF_clean,310.54193,284.13446,26.40747
VEHJUP_clean,326.19995,352.60226,26.402313
OYIVEY_clean,290.4337,264.07275,26.360931
UMELUU_clean,319.40384,345.7408,26.336975
MEFZUU_manual,398.86627,425.17108,26.30481
FIJDIM10_clean,255.81325,229.53268,26.280563
VOPCEK_clean,478.57144,452.32117,26.250275
ZAVQIY_clean,345.2923,371.51868,26.22638
VETTIZ_charged,466.50287,440.33673,26.166138
XACSIG_clean,393.73416,367.5841,26.150055
HUCXOU_clean,545.0548,518.92114,26.133667
MITSAK_clean,350.19833,324.07428,26.124054
DOKDEN_clean,278.62024,304.7068,26.086548
OQEPUW_clean,325.28217,351.36032,26.078156
SATCIB_clean,335.64322,361.6826,26.039368
ZIDDIB_clean,430.77762,404.7484,26.029205
ZOMNEW_clean,251.1058,277.09103,25.98523
CUXFIL_clean,382.29175,408.2619,25.970154
GESDUF_clean,441.4957,415.54803,25.947662
HIQNUS_clean,371.93378,346.01126,25.922516
VEMMAC_clean,188.57372,162.76076,25.812958
FOHRUR_clean,368.6311,342.89157,25.739532
FECXAO_clean,583.03235,557.33777,25.69458
FOXPUE_clean,253.96313,279.6242,25.661072
AMOFAK_clean,579.7521,554.1372,25.614868
YARDEC_clean,358.54636,333.00714,25.539215
PUGFII_clean,431.94098,406.48798,25.453003
VAGTAA_clean,359.65472,385.09537,25.440643
GADDOH_clean,289.9778,315.41528,25.43747
SIZPUN_clean,429.7158,404.29596,25.41983
KOSLEL_clean,352.33298,377.73285,25.399872
RUFRIV_clean,366.4475,391.7958,25.348297
LIFSAW_clean,298.4116,323.71335,25.301758
QIVYUR_clean,269.7791,295.00397,25.224854
ECOROD_clean,289.06607,314.24124,25.17517
KINPUU_clean,429.7987,404.6264,25.172302
BAKGIF_manual,276.00378,301.16806,25.164276
KUHNEI_clean,347.23502,372.39505,25.160034
YUWKEH_clean,442.48328,417.38748,25.095795
ARAFIJ_clean,259.08096,284.17258,25.091614
ATOGEV_clean,329.60135,304.51703,25.08432
EHAFEA_clean,443.9847,418.94708,25.037628
WEFDIW_clean,392.54785,367.53375,25.0141
VEHRIL_clean,479.2023,454.21713,24.985168
GIQYEL_clean,517.90686,492.92932,24.97754
QAQNOO_clean,222.07408,247.04887,24.974792
WODVOB_clean,365.34894,340.3897,24.959229
DUDKUK_clean,393.71503,368.7588,24.956238
DADPEG_clean,447.98682,423.06088,24.925934
DUXSIA_clean,338.039,362.9505,24.911499
HAZGOF03_clean_h,539.09485,514.2027,24.89215
WANHIF_clean,316.54703,291.65683,24.890198
FEFCUQ_clean,336.4018,361.27533,24.873535
JIXWUJ_clean,280.9181,305.76324,24.845154
PUGFOO_clean,412.8888,388.08203,24.806763
ALURIJ_clean,240.48132,265.24655,24.765228
KOXFUA_clean,292.00043,316.7386,24.73816
UXUZAP_clean,308.02628,332.7532,24.726929
IQOHON_clean,412.47235,387.79562,24.676727
OVIZID_clean,360.083,335.4176,24.665405
DITXOU_clean,268.09024,292.7075,24.617249
KAPHAL_clean,140.70845,116.10098,24.607468
OHUMEL_clean,415.25415,390.65692,24.597229
MUHNUA_clean,401.55692,376.9681,24.588806
NOHLED_clean,354.98096,379.51398,24.53302
IFASOZ_clean,343.60452,368.11823,24.513702
ZALGEB_clean,390.68994,366.1971,24.492828
LEYRAK_clean,436.20773,411.76526,24.442474
FOKYIP_clean,574.9569,550.5812,24.375732
XEHTUB_clean,416.5865,392.2222,24.364288
BETGAK_clean,497.59103,521.911,24.319977
KIJRUS_clean,307.00513,282.69153,24.313599
HOXSIY_clean,344.09503,368.40637,24.31134
SOJTOC_clean,344.06393,368.28992,24.225983
OGAQES_clean,432.81808,408.70798,24.110107
GAXWAF_clean,308.76422,332.8724,24.108185
REYCOP_clean,332.35095,308.24875,24.102203
VUWSAJ_clean,492.0219,467.92676,24.095154
WISVEB_clean,349.0032,373.07803,24.07483
DUPJAB_clean,354.99396,379.06024,24.066284
YINCOP_clean,342.90286,366.95145,24.048584
OWUHOF_clean,367.99918,392.01654,24.017365
KOSJOT_clean,237.72719,261.73956,24.012375
TAKTIL_clean,427.1575,451.12488,23.967377
KAXZUG_clean,333.1077,309.22897,23.878723
YOYVOZ01_clean,374.6452,398.4867,23.841492
FUFREE_clean,317.3657,341.1992,23.833496
HOWSET_clean,273.4842,297.30396,23.819763
KOSMAI_clean,237.72719,261.5365,23.80931
TAKYOV_clean,407.49277,431.29285,23.80008
KUNSUJ_clean,394.06897,370.3033,23.765656
UFENEZ_clean,397.52957,373.76685,23.762726
RALZEL_clean,405.68936,381.93073,23.758636
BEXSII_clean,275.09448,298.83618,23.7417
NAWKII_clean,458.518,482.2297,23.7117
PEWLUA_clean,266.03827,289.71814,23.67987
MATXAJ_clean,326.46365,350.1286,23.664948
OKELIB_clean,432.29996,408.6488,23.651154
LOQLIN_SL,388.2217,411.87057,23.648865
EKOKIA_clean,288.95694,312.57385,23.616913
ADAXIO_clean,328.8845,352.4956,23.611115
APAZAU_clean,546.5381,570.0596,23.521484
ZEDROR_clean,391.59912,368.14844,23.450684
OCUTEM_clean,373.08252,349.63416,23.448364
YATDUV_clean,426.95566,403.50742,23.448242
GOBSUM_clean,428.28995,404.8553,23.434662
FAGXOD_clean,428.7014,405.26694,23.434448
OXUNEB_clean,438.05984,414.6512,23.40863
DOPJAV_clean,217.28395,240.69165,23.4077
VULKOD_clean,330.13766,353.51266,23.375
XILLEL_clean,372.66226,349.39474,23.267517
UXUPEK_clean,360.85052,337.63455,23.215973
REYBAA_clean,371.9771,348.8226,23.15451
HEKTUO01_clean,306.91376,329.98575,23.071991
AMUFAR_clean,370.54715,393.6095,23.062347
HOWSIX_clean,273.4842,296.53766,23.053467
FIPKUM_clean,388.01828,364.99835,23.019928
NUHZAS_clean,316.8348,293.81512,23.019684
OMEWUZ_clean,448.00876,425.0147,22.99405
LIPQIL_clean,249.67162,272.63995,22.968338
MIXKUB_clean,274.9209,297.87067,22.949768
TOBKEC_clean,322.95526,300.01044,22.944824
BONNIC_clean,254.32634,277.26453,22.938187
AMOZAE_clean,479.6983,456.82413,22.874176
YOYVAL_clean,301.05902,323.92535,22.866333
NOMQAJ01_clean,316.84238,339.6692,22.826813
GETXAG_clean,308.31903,331.11987,22.800842
BEPREV02_clean,429.7,406.91272,22.787292
WAJHOG_clean,419.20792,396.49664,22.711273
MOCKEV_clean,322.5783,299.86856,22.709747
KOSKIO_clean,237.72719,260.41132,22.684128
FIFPAM_clean,228.46811,251.13971,22.6716
KUKPOX_clean,231.61589,254.28458,22.668686
RUGYOJ_clean,364.8076,387.4591,22.65152
FERVEF_clean,391.1686,413.80637,22.637756
HUHJAW_clean,369.90613,347.28915,22.616974
SUSZIQ_clean,384.80533,362.24887,22.556458
HAZGOF08_clean_h,539.09485,516.5425,22.552368
EXIDOF_clean,361.90097,384.43427,22.533295
UTOTUT_clean,272.0582,294.5581,22.499908
DOQHAT_clean,375.19052,352.69482,22.495697
COMGUH_clean,259.81747,282.3129,22.495422
NUYQUU_clean,454.36102,431.86963,22.491394
LODKIA_clean,373.8913,351.40613,22.485168
XEWDUA_clean,365.42545,342.9533,22.472137
BEPREV03_clean,429.7,407.29117,22.408844
FAVHAO_clean,383.12268,360.7531,22.369568
CUQRIR_clean,475.49728,453.16074,22.336548
DAWBUA_clean,244.32803,266.60452,22.27649
RUVCES_clean,285.7678,307.97025,22.202454
AWAREV_clean,389.48965,367.29257,22.197083
BEPREV_clean,429.7,407.50424,22.19577
VEWLAM_clean,389.2635,411.44766,22.184174
FOSTUE_clean,401.30164,379.1246,22.177032
JUXFAL_clean,370.50638,348.35614,22.150238
TUKDAG_clean,385.5164,363.40314,22.11325
EHUCOA_clean,290.91455,313.0179,22.103363
BUGSAY_clean,387.6389,365.53888,22.100006
XALTIP_clean,411.0159,389.00967,22.006226
RUNXUV_clean,296.03458,317.9864,21.951813
NIGFIT_clean,402.2323,424.1744,21.942108
FOXHUX_clean,295.8547,317.76126,21.906555
XIMPOA01_clean,345.0859,323.20898,21.876923
EFILUA_clean,366.12198,387.95435,21.832367
HEYBIX_clean,409.08484,387.2644,21.820435
FONPUV_clean,430.57672,408.76593,21.810791
HEKTUO_clean,323.57968,345.38974,21.810059
AWARIZ_clean,389.48965,367.68823,21.801422
RAVDEZ_clean,448.48108,470.27045,21.789368
OBUFEX_clean,237.32373,259.10028,21.77655
AZAFIS_clean,397.7752,419.54596,21.770752
CISXEJ_clean,374.61395,352.91272,21.701233
ESURER04_clean,450.5814,428.8828,21.698578
SETQEP_clean,324.4736,302.78885,21.684753
NIGBOW_clean,445.39786,423.7149,21.682953
QOPDEE_clean,390.47864,368.8046,21.674042
XIHXAP_clean,415.14365,393.5081,21.63556
FAPXIG_clean,539.0615,517.441,21.620544
UQOWUU_clean,282.08194,303.69955,21.617615
QIVZEC_clean,260.1309,281.66803,21.53714
GUBZAF_clean,274.5542,296.08136,21.52716
LIJNOJ01_clean,420.8759,399.37033,21.505554
FERVOP_clean,331.23325,352.72308,21.489838
REGLOG_clean,214.42278,235.89844,21.475662
OCUSOV_clean,373.15964,351.70532,21.454315
YINCEF_clean,341.94736,363.35202,21.404663
RUXKUS_clean,191.53293,212.92967,21.396744
HAHCUR_clean,400.14255,378.75452,21.388031
OVIZUP_clean,365.42603,344.04208,21.383942
DEZKAW_clean,388.78372,367.43335,21.350372
TAQGEZ_clean,320.1925,341.49066,21.298157
DEXDER_clean,296.66968,317.9571,21.287415
PUZKUS_clean,346.8066,368.04843,21.241821
ATUXIY_clean,424.27515,403.0524,21.222748
BONWAD_clean,416.96124,395.77332,21.187927
HAZGOF01_clean_h,539.09485,517.9197,21.17517
BAFCAP_clean,369.22034,390.3459,21.12555
MAWTUC_clean,235.63353,256.74237,21.10884
PEVZAT_clean,256.9869,278.0849,21.097992
VOGTIV_clean_h,438.88992,417.80634,21.083588
DIWMON_clean,506.64584,527.69916,21.053314
LOFVUY_clean,155.1321,176.1833,21.051208
KUTRUO_clean,418.6662,397.6343,21.03189
VEHJID01_clean,385.28604,364.2657,21.020355
OKITAE_clean,304.0504,325.02042,20.970001
ELELEN_clean,289.1456,310.1142,20.968597
CETVAA_clean,380.00452,400.94177,20.937256
TISLIR_clean,340.46246,361.39835,20.935883
FAGXIX_clean,483.35767,462.49042,20.867249
DIBXAP_clean,291.479,312.33426,20.855255
YARKAF_clean,304.16907,324.976,20.806946
PETWOC_clean,385.2054,405.97043,20.765015
FUWYAY_clean,329.45218,308.69943,20.752747
NAHFIO_clean,270.73288,291.48026,20.747375
ILOJEZ_clean,329.73697,309.05606,20.680908
RIBDAJ_clean,276.85587,297.53552,20.679657
LACGED_clean,419.17975,398.5147,20.66504
YUFLIW_clean,405.1852,384.5516,20.633606
LUMZAW_clean,329.47244,308.84662,20.625824
BUQWER_clean,303.65045,324.2749,20.62445
HAZGOF04_clean_h,539.09485,518.4833,20.611572
RIPKIM01_clean,244.73491,265.32822,20.593307
ESIDOB_clean,379.3131,358.7357,20.577423
KOSKAG_clean,237.72719,258.30255,20.575363
PASNEE_clean,307.38528,327.9232,20.537903
DAXHIV01_clean,257.62827,278.1593,20.531036
HEGNIR_clean,297.22797,317.7471,20.519135
EVUNEP_clean,457.29333,436.8347,20.458649
HAFWIW_clean,255.29681,275.74304,20.446228
EXIDEV_clean,369.89124,390.30362,20.412384
PUGJEI_clean,428.59027,408.1806,20.409668
PUNFIO_clean,301.1819,321.5533,20.37143
XAMHEA_manual,434.36057,414.01263,20.34793
LUMYOJ_clean,337.1175,316.78143,20.33606
GAMFEI_clean,416.74857,396.46036,20.288208
VEMMOQ_clean,225.5301,245.78586,20.255753
ALATAK_clean,492.0462,471.7923,20.253906
YUSWEQ_clean,404.99973,384.7757,20.22403
VUVZAP_clean,291.97867,312.1917,20.213043
VOGPEO_clean,258.43246,278.63898,20.206512
SOCNAB_clean,293.97302,314.06906,20.096039
PEJMOI_clean,374.38806,394.48325,20.095184
WOJZOM_clean,565.0199,544.9918,20.028076
YOZRUC_clean,301.43884,321.44708,20.00824
DULCAQ_clean,290.9669,310.96982,20.00293
IFUNUU_clean,492.18326,472.19547,19.987793
SISFEH_clean,359.1837,379.13443,19.950745
ADUWON_clean,406.00858,386.0583,19.950287
ABEXEN_clean,303.60052,323.5385,19.937988
QIHXIQ_clean,431.59958,411.68835,19.911224
KOSJAF_clean,237.72719,257.6287,19.901505
EDOYOL_clean,328.2225,348.11456,19.89206
KOSJEJ_clean,237.72719,257.6005,19.873306
HAZGOF05_clean_h,539.09485,519.22546,19.869385
WUDTOG_clean,489.3242,469.50333,19.820862
DAFHOJ_clean,376.63162,356.87296,19.758667
XOJPIW_charged,183.63803,203.38223,19.744202
QIQTAN_clean,270.79684,290.50967,19.71283
QABKIQ_clean,229.92514,249.63533,19.71019
EBOTOF_clean,197.92665,217.59868,19.672028
UREVOE_clean,375.7393,395.3735,19.634216
KIYJAF_clean,313.85986,333.4908,19.63095
KOSKUA_clean,237.72719,257.3502,19.623001
SALXIP_clean,285.54086,305.1578,19.616943
CORZIU_clean,364.14337,383.71143,19.568054
OJIWAG_clean,400.97537,381.4464,19.528961
PUGHAC_clean,426.9421,407.41827,19.523834
LASDEQ_clean,295.7137,315.20117,19.487457
ACOLOV_clean,354.03442,373.50656,19.472137
BAXGAK_clean,263.66006,244.2557,19.404358
NIRDAT_clean,381.72614,401.13043,19.404297
IJEYON_clean,217.24577,236.63683,19.391052
DEYXIQ_clean,343.10876,362.46252,19.35376
JORLEJ_clean,375.05716,355.724,19.33316
KAKCEH_clean,523.0002,503.67474,19.32544
PAPPED_clean,251.28934,270.61032,19.320984
OTOROF_clean,348.1771,367.49414,19.317047
UMIGAA_clean,370.22708,389.46356,19.23648
PENZUE_clean,446.55518,427.36053,19.194641
CAWGAJ_clean,304.9078,324.07028,19.162476
UGOFED_clean,313.3453,332.50616,19.160858
RUWXAJ_clean,416.49377,397.34955,19.144226
GITPIK_clean,367.70187,348.56403,19.137848
SOYWUZ_clean,352.4319,371.5071,19.075226
BOTLED_clean,389.871,370.7973,19.0737
WOYJID_clean,436.86038,417.83173,19.028656
KEFFEI_clean,332.06378,313.0452,19.018585
RIXBEG_clean,255.159,274.13733,18.978333
OPIFUQ_clean,367.42316,386.38843,18.965271
UFASEA_ion_b,381.09503,362.13028,18.964752
GUHPEG_clean,223.33295,242.2506,18.917648
HASNUN_clean,360.75363,379.65973,18.906097
INIRII_clean,430.85306,411.9482,18.904846
MARJAQ_clean,350.528,369.42386,18.895844
HEMVEB_clean,417.19128,398.2971,18.894196
MAWFIC_clean,281.5798,262.711,18.868805
DURDAX_clean,412.59354,431.443,18.849457
HAQKES_clean,240.65514,221.80621,18.848923
BIPLIX_clean,404.41916,385.57053,18.848633
JUSBAC_clean,317.48883,336.25427,18.765442
DIYKAZ_clean,372.28293,353.51862,18.764313
IYUCEM_clean,464.2801,445.52167,18.758423
QOFLAA_clean,307.17358,288.43622,18.737366
SOCKOM_clean,365.94373,347.2322,18.711517
SIVGUB_clean,408.3416,389.67426,18.667358
PEJRED_clean,358.72867,377.3763,18.647644
QIYDIN01_clean,252.22353,270.83725,18.613724
DAPXID_ion_b,324.33066,342.93515,18.604492
YOYRAH_clean,414.19992,395.61523,18.584686
ERIWAF_clean,261.29822,279.84464,18.546417
OWAVIS_clean,358.05322,376.5514,18.498169
FAVGUH_clean,340.29355,358.76965,18.476105
QOMDUS_clean,219.13615,237.59598,18.459824
FALVOF_clean,279.4386,260.9972,18.441406
CAVNOE_clean,344.87552,363.28503,18.409515
APAZEY_clean,547.42114,565.8257,18.404541
EPECIN_clean,428.30188,409.93036,18.371521
DAPXEZ_clean,381.38443,363.01566,18.368774
BETDAH_clean,506.34537,487.9878,18.357574
RUHFOR_clean,156.51202,174.85272,18.340698
FEYDET_clean,260.4251,278.7495,18.324402
LELMIA01_clean,545.3697,527.0592,18.310486
DUXKEN_clean,398.54715,380.29623,18.250916
LOFVUY01_clean,155.1321,173.3713,18.239212
HEGNOX_clean,339.22836,321.01865,18.209717
OTUYEJ_clean,324.67508,342.88324,18.20816
ULUVUT_clean,327.51804,345.72565,18.207611
QAQHOG_clean,525.3,507.11356,18.186432
HAJDII_clean,277.61493,295.7947,18.17978
COJGEO_clean,358.59924,340.4649,18.134338
YEDKOI_clean,419.62686,401.49304,18.13382
YANBAR03_clean,292.42648,274.35406,18.072418
YARKOT_clean,329.72662,347.79703,18.070404
DAWWAB_clean,350.08392,332.028,18.055908
CUWNIT_clean,397.7074,415.7468,18.039398
JORRAL_clean,315.30896,333.34628,18.037323
FEWQOP_clean,327.76398,345.77805,18.014069
XEGKAX_clean,308.79837,326.79858,18.000214
MACKAE_clean,258.47516,240.48804,17.987122
FIHFAF_clean,384.0191,366.03967,17.979431
TOVWIM_clean,424.26672,406.2931,17.973633
CODSOF_clean,427.09027,409.12012,17.970154
ETEJUJ_clean,169.93668,187.89923,17.962555
UBACOR_clean,358.65497,376.58093,17.925964
SEHLEY_clean,445.85718,427.96204,17.895142
XOMCIN_clean,399.25055,381.38034,17.870209
FAQVEA_clean,318.6781,336.5252,17.847107
XICNOO_clean,397.91306,380.07104,17.84201
KOSJIN_clean,237.72719,255.5657,17.838516
EMAGAB_clean,373.97552,356.13907,17.836456
YARZEZ03_clean,315.986,333.82224,17.836243
AWEZOS_clean,428.043,410.27414,17.76886
GAYPED_clean,381.22726,398.99384,17.766571
PASTOU_clean,129.30736,147.03696,17.729599
GAXWEJ_clean,433.20462,415.56104,17.643585
MAXJEC_clean,291.58765,309.2116,17.623962
EDIKIL_clean,452.42065,470.01895,17.598297
BUKRUW01_clean,364.0628,381.6493,17.586487
MAGBON_clean,413.6434,396.10794,17.535461
YOYWEQ_clean,380.31628,397.7928,17.476501
UNIPAJ_clean,354.92902,337.5012,17.427826
VANHEA_clean,428.54544,411.12924,17.416199
UKUTEB_clean,401.91354,384.5114,17.40213
YOYPAF_clean,409.81894,392.4516,17.36734
YOYQAG_clean,399.47147,382.11575,17.355713
EDEPAG_clean,418.8833,401.54236,17.340942
XAPCOH_clean,394.974,412.29224,17.318237
PAPPIH_clean,251.83453,269.12842,17.293884
ALUJUN_clean,455.9235,473.20627,17.282776
VAYWID_clean,316.64774,299.40005,17.24768
SUHMEP_clean,101.90212,84.657196,17.244926
YUKVUW_clean,216.26805,233.47067,17.202621
CUNFOH_clean,346.86188,329.69818,17.163696
XOVQAB_clean,256.01196,273.16425,17.152283
OJICUG_clean,525.0166,507.87396,17.14264
PODKOK_clean,249.6137,266.75104,17.137344
YOTROQ_clean,273.41272,290.5298,17.117065
ZOXTOX_clean,391.23364,408.30792,17.07428
RIRDED_clean,348.70856,365.75287,17.044312
KOLWEO_clean,346.15942,329.11707,17.042358
ZIQJEQ_clean,313.04617,296.02814,17.018036
UDEPIE_clean,288.63727,305.6168,16.979523
YOJMAN_clean,338.47467,355.42014,16.945465
WOXKOL_clean,399.5254,382.60147,16.92392
OTOLIU_clean,273.72723,290.60507,16.877838
KOFVOS_clean,414.54373,397.73993,16.803802
OMIMEE_clean,288.35217,271.5832,16.768982
DUYREV_clean,396.4576,413.2195,16.761902
QOVWOP_clean,327.68195,344.41238,16.730438
KOSKIO01_clean,237.72719,254.43864,16.711456
HOGSIG_clean,323.15524,339.8397,16.684448
YOYTOX_clean,306.68823,323.34985,16.661621
HOBGEL_clean,393.00314,376.3523,16.650848
BAEDTA01_clean,395.10587,378.4925,16.613373
IWOSAP_clean,422.8224,406.21674,16.605652
WEHJAW_clean,432.69513,416.1166,16.578522
QUSRUT_clean,290.9596,307.52832,16.568726
EBOCOQ_clean,280.553,297.11835,16.565338
MIHLOF_clean,421.2963,404.73325,16.56305
IQINAZ_clean,348.05606,364.58572,16.529663
EKOPOK_clean,415.16742,398.65094,16.51648
XITYOP_clean,316.40552,299.89014,16.51538
MUJPUE_clean,344.4551,360.9677,16.512604
BAXFIR01_clean,227.01576,243.52733,16.511566
ZEXKUK_clean,392.6322,376.13028,16.501923
YOCDUR_clean,442.00134,425.52484,16.476501
UKUBOS_clean,348.127,364.60068,16.473663
OYERER_clean,335.55753,319.11105,16.446472
PAMTOO_clean,470.62936,454.2221,16.407257
QADXAX_clean,385.74142,369.3352,16.40622
PIHWOU_clean,320.903,304.5067,16.396301
CEBDOD_clean,334.66675,351.0282,16.36145
