CifId,GroundTruth,Predicted,Prob
KEBDIG,2.0,2,"[2.424815193080576e-06, 0.00012018609413644299, 0.9998598098754883, 1.7556345483171754e-05]"
SEFNOH,1.0,1,"[0.00024683456285856664, 0.9750449061393738, 0.024558933451771736, 0.00014928216114640236]"
Zn-DMOF-TF,0.0,0,"[0.9999693632125854, 2.9787832318106666e-05, 5.37262508260028e-07, 2.367493863175696e-07]"
UiO-66-SO3H,2.0,2,"[1.6509646911799791e-06, 5.626748315989971e-05, 0.9998753666877747, 6.676222255919129e-05]"
XAPGAZ,2.0,2,"[3.0706078177900054e-06, 0.00015883275773376226, 0.9995694756507874, 0.00026858181809075177]"
COYCEZ,1.0,1,"[8.907055416784715e-06, 0.9997762441635132, 0.00021369698515627533, 1.1428418247305672e-06]"
MAKDOU,1.0,1,"[3.496800854918547e-05, 0.9987159967422485, 0.0011941337725147605, 5.492171476362273e-05]"
JASMEW,1.0,1,"[2.586731170595158e-05, 0.999890148639679, 8.277183951577172e-05, 1.3644777254739893e-06]"
mil-100-al,2.0,2,"[1.527905806142371e-05, 0.00027074539684690535, 0.995121419429779, 0.004592497367411852]"
UKUBIM,2.0,2,"[5.8480950428929646e-06, 0.00016230314213316888, 0.9997768998146057, 5.493978824233636e-05]"
IXIKOR,3.0,3,"[0.0006013741949573159, 0.001104682800360024, 0.004270975012332201, 0.9940230250358582]"
HISGIB,1.0,1,"[7.403384370263666e-05, 0.9943355917930603, 0.005428669508546591, 0.00016162521205842495]"
OWUHEV,2.0,2,"[0.00020328914979472756, 0.010520760901272297, 0.9887707829475403, 0.0005050793406553566]"
AFEJUQ,1.0,1,"[2.6411844373797067e-06, 0.9998107552528381, 0.00018576462753117085, 7.937839541227731e-07]"
CUKWUB,2.0,2,"[1.6496796888532117e-05, 0.0010684537701308727, 0.9988718032836914, 4.328602153691463e-05]"
ACOFUU,1.0,1,"[0.0001014357476378791, 0.9994786381721497, 0.00041879795026034117, 1.2471384707168909e-06]"
YOYPIN,2.0,2,"[4.5373657485470176e-05, 0.00046567313256673515, 0.9993107318878174, 0.00017823916277848184]"
YOYQAG,2.0,2,"[6.058810413378524e-06, 0.00011911849287571386, 0.9998026490211487, 7.220507541205734e-05]"
SETSIV,2.0,2,"[0.00019999682263005525, 0.001614395179785788, 0.9974890947341919, 0.0006964533822610974]"
PEJMOI,2.0,2,"[0.004333604127168655, 0.007748642470687628, 0.981675922870636, 0.00624188082292676]"
LEPKUN01,1.0,1,"[0.00048179703298956156, 0.9991538524627686, 0.00021603725326713175, 0.00014834308240097016]"
BELYIC,0.0,0,"[0.9998210072517395, 0.00016731888172216713, 8.353339580935426e-06, 3.3137196169263916e-06]"
Ni8_OH_4_H2O_2_L7_6,1.0,1,"[0.00809652078896761, 0.599429726600647, 0.39212682843208313, 0.00034699210664257407]"
ELOZUC,0.0,0,"[0.9999268054962158, 7.187728624558076e-05, 1.0236067282676231e-06, 2.0624200658403424e-07]"
Zn-TTC,2.0,2,"[3.2332103728549555e-05, 0.00012108806549804285, 0.9996572732925415, 0.00018936439300887287]"
dut-68-hf,2.0,2,"[2.8041768018738367e-07, 1.3923859114584047e-05, 0.9999671578407288, 1.875569432741031e-05]"
UQEGII,2.0,2,"[2.5034746613528114e-06, 4.6494114940287545e-05, 0.999790370464325, 0.00016063638031482697]"
FOJLOH,1.0,1,"[8.02644353825599e-06, 0.9999299049377441, 6.049125295248814e-05, 1.5783209619257832e-06]"
PUWCUF,2.0,2,"[1.3500866771209985e-06, 4.1669940401334316e-05, 0.9999399781227112, 1.706608418317046e-05]"
YEMGED,2.0,2,"[7.37395112082595e-07, 2.1715382899856195e-05, 0.999973475933075, 4.021932909381576e-06]"
YEGSUZ,2.0,2,"[1.595669164089486e-05, 0.0001948005665326491, 0.995439887046814, 0.004349372815340757]"
IRMOF-3-42,1.0,1,"[7.657998503418639e-05, 0.999323844909668, 0.0005951890489086509, 4.420414825290209e-06]"
IZENEI,2.0,2,"[3.3885739867400844e-06, 0.00010783875768538564, 0.9998223781585693, 6.636964826611802e-05]"
YOYQOU,3.0,2,"[0.0007881568744778633, 0.0032398251350969076, 0.7738335132598877, 0.22213847935199738]"
SONVAT,3.0,3,"[0.0025049722753465176, 0.1177903413772583, 0.0814012661576271, 0.798303484916687]"
WUSGIC,0.0,0,"[0.9996050000190735, 0.0003680324007291347, 2.0425526599865407e-05, 6.649030183325522e-06]"
XACFEN,2.0,2,"[2.448222403472755e-05, 0.00466722808778286, 0.9951974153518677, 0.00011088557221228257]"
TEYHIP,2.0,2,"[1.4676403225166723e-05, 0.0003131310804747045, 0.9995204210281372, 0.00015181458729784936]"
OLUGUZ,2.0,2,"[5.724299626308493e-06, 8.098330727079883e-05, 0.9998312592506409, 8.203823381336406e-05]"
ZODXIB,2.0,2,"[9.68260701483814e-06, 0.0031643733382225037, 0.9964064359664917, 0.0004194358771201223]"
IQECIS,3.0,3,"[0.00044194015208631754, 0.0036762463860213757, 0.07038967311382294, 0.9254921674728394]"
QITHAC,2.0,2,"[1.4282480151450727e-05, 0.0006318662781268358, 0.9993040561676025, 4.981852907803841e-05]"
PEWLAG,1.0,1,"[4.268876000423916e-05, 0.997748851776123, 0.002041438827291131, 0.0001670601050136611]"
ROQMER03,1.0,1,"[0.00012140871695009992, 0.9996702075004578, 0.00020753069838974625, 8.79259062003257e-07]"
OXOLET,1.0,1,"[0.0006993599236011505, 0.9853420257568359, 0.010870549827814102, 0.0030881052371114492]"
FORQIN,2.0,2,"[1.0536429044805118e-06, 2.9830873245373368e-05, 0.9999626278877258, 6.489550287369639e-06]"
KOBFIR,1.0,1,"[0.00037547951797023416, 0.9946902394294739, 0.003964229952543974, 0.0009700783411972225]"
EJIQIZ,2.0,2,"[6.922787179064471e-07, 1.8461516447132453e-05, 0.9999628663063049, 1.8016133253695443e-05]"
NIGFIT,2.0,2,"[6.221044714038726e-06, 8.422289101872593e-05, 0.9998071789741516, 0.00010239456605631858]"
WABWEC,2.0,2,"[4.548981451080181e-05, 0.0009859621059149504, 0.9975082278251648, 0.0014602785231545568]"
OTAROR,2.0,2,"[3.913849013770232e-07, 2.0975554434699006e-05, 0.9999674558639526, 1.11938552436186e-05]"
AWIBAL,1.0,1,"[0.0010118185309693217, 0.9976857900619507, 0.0012318645603954792, 7.047851977404207e-05]"
MITTAL,1.0,1,"[0.000404128193622455, 0.9979970455169678, 0.0014627546770498157, 0.00013612129259854555]"
ZOZJIJ,2.0,2,"[5.140486337040784e-06, 0.00023447872081305832, 0.9997304677963257, 2.9952312615932897e-05]"
VIDWIQ,1.0,1,"[0.0018471175571903586, 0.9981109499931335, 3.9326765545411035e-05, 2.5796864520089002e-06]"
WOLRIZ,0.0,0,"[0.7647232413291931, 0.0936325415968895, 0.13900581002235413, 0.002638352569192648]"
MOXDIN,1.0,1,"[0.0035455883480608463, 0.9963356256484985, 0.00010957699123537168, 9.180781489703804e-06]"
MUTNAQ,1.0,1,"[3.136031227768399e-05, 0.9991459846496582, 0.0008166725165210664, 5.989199507894227e-06]"
AVUJEH,2.0,2,"[8.708273071533768e-07, 4.329885996412486e-05, 0.9996671676635742, 0.00028866471257060766]"
WABVUR,2.0,2,"[2.2092486688052304e-05, 0.0002706145460251719, 0.999452531337738, 0.00025482833734713495]"
DAFYAN,0.0,0,"[0.9999693036079407, 2.9790133339702152e-05, 5.555061761697289e-07, 3.3056187476177e-07]"
NABNOU,2.0,2,"[3.017190465470776e-06, 0.0003287402505520731, 0.9995949268341064, 7.346786878770217e-05]"
HUYFAJ,2.0,2,"[8.673988304508384e-06, 0.0003369254700373858, 0.9988852143287659, 0.0007691561477258801]"
DAFYOB,0.0,0,"[0.9999611377716064, 3.773410935536958e-05, 7.197564855232486e-07, 4.2331916461080255e-07]"
HEBJAB,2.0,2,"[3.1004101401777007e-06, 0.0001252641959581524, 0.9997683167457581, 0.00010329867654945701]"
KAVJAT,2.0,2,"[3.8318739825626835e-06, 4.053351221955381e-05, 0.9999427199363708, 1.2986722140340135e-05]"
EPONAA,1.0,1,"[3.476066922303289e-05, 0.9997469782829285, 0.00021690370340365916, 1.2586256161739584e-06]"
HEBHON,2.0,2,"[6.60861189771822e-07, 3.719035885296762e-05, 0.9999451041221619, 1.6999745639623143e-05]"
Ni-NIC,2.0,1,"[0.009996390901505947, 0.4983741044998169, 0.4706895053386688, 0.020940015092492104]"
YEGCOE,1.0,1,"[0.00014559586998075247, 0.9850115180015564, 0.014816402457654476, 2.6539188183960505e-05]"
PEWKOT,1.0,1,"[0.00017701712204143405, 0.9962716102600098, 0.0035308608785271645, 2.058215432043653e-05]"
AQOLID,2.0,2,"[1.959772589543718e-06, 0.00011800949869211763, 0.9998326301574707, 4.741922384710051e-05]"
LAZNEH,2.0,2,"[7.312489287869539e-06, 0.00035396148450672626, 0.999629020690918, 9.714934094517957e-06]"
KUZYUB,2.0,2,"[6.032755209162133e-06, 0.0073167067021131516, 0.9915804266929626, 0.0010967819252982736]"
ONUJUE,1.0,1,"[2.9787976018269546e-05, 0.998748242855072, 0.0009914847323670983, 0.0002305563393747434]"
QOXFAK02,2.0,2,"[1.4793973832638585e-06, 0.0003123779606539756, 0.9996793270111084, 6.826300250395434e-06]"
mil-140b,2.0,2,"[1.7092423149733804e-05, 0.00014349576667882502, 0.9996609091758728, 0.0001786740031093359]"
LATCAN,3.0,3,"[1.0737188858911395e-05, 0.0001504334795754403, 0.0007458821637555957, 0.9990929365158081]"
MOOFOUR-1-Ni,2.0,2,"[1.8941476582767791e-06, 4.6528002712875605e-05, 0.9998247623443604, 0.00012672324373852462]"
PURNIB,2.0,2,"[1.8862431261368329e-06, 1.94450967683224e-05, 0.9999696016311646, 9.069565749086905e-06]"
WEHRIL,2.0,2,"[2.0301965832913993e-06, 2.9289205485838465e-05, 0.9973993301391602, 0.0025694151408970356]"
EVOTIT,0.0,0,"[0.9973742365837097, 0.001577428774908185, 0.0006306135328486562, 0.0004177751543466002]"
mil-53-al,2.0,2,"[5.930040515522705e-06, 0.00010131345334229991, 0.9878115057945251, 0.01208129245787859]"
KIYHOR,2.0,2,"[6.997834702815453e-07, 8.514395449310541e-05, 0.9998875856399536, 2.6494984922464937e-05]"
MOFF-2,2.0,2,"[2.5040631953743286e-05, 0.0007339913281612098, 0.9991551041603088, 8.592008089181036e-05]"
PAFXUS,3.0,3,"[0.0004531614249572158, 0.0004129727021791041, 0.03631391003727913, 0.9628199338912964]"
NABMUA01,0.0,0,"[0.999036431312561, 0.0009491046657785773, 1.2421763130987529e-05, 2.112558604494552e-06]"
MAKFEM,1.0,1,"[4.5406944991555065e-05, 0.9971186518669128, 0.0027150169480592012, 0.00012085306661901996]"
MOF-69C,0.0,0,"[0.9882020950317383, 0.01166638545691967, 0.00010527951963013038, 2.6240180886816233e-05]"
HOWROC,0.0,0,"[0.9959937334060669, 0.0039228834211826324, 7.246396853588521e-05, 1.0993386240443215e-05]"
SIFVAG,0.0,0,"[0.9998371601104736, 0.00015421886928379536, 6.462752025981899e-06, 2.2146921310195467e-06]"
VIDWAI,1.0,1,"[0.00020689971279352903, 0.9997414350509644, 4.3054315028712153e-05, 8.702772902324796e-06]"
UiO-66-I,2.0,2,"[9.0942376118619e-07, 1.4776904208702035e-05, 0.999941349029541, 4.288588752388023e-05]"
ESIGES,1.0,1,"[0.007712701801210642, 0.9887459874153137, 0.0030230318661779165, 0.000518284272402525]"
SEFPAV,1.0,1,"[0.0004972104215994477, 0.999180793762207, 0.0003056601563002914, 1.6467072782688774e-05]"
OTENEH,2.0,2,"[9.990809485316277e-05, 0.000778635498136282, 0.9990564584732056, 6.509438389912248e-05]"
MITSOY,1.0,1,"[0.003799694823101163, 0.9884878396987915, 0.006731838919222355, 0.000980645534582436]"
TIFCIU,0.0,0,"[0.9994224309921265, 0.000519294582773, 3.916354398825206e-05, 1.9087261534878053e-05]"
HEBHAZ,2.0,2,"[1.3468415090756025e-05, 8.598434942541644e-05, 0.9984220862388611, 0.0014786047395318747]"
DUKYOZ,2.0,2,"[5.379942012950778e-05, 0.0017464867560192943, 0.9900231957435608, 0.008176516741514206]"
KINKEZ,2.0,2,"[6.358862719935132e-06, 0.00011297073069727048, 0.9998579025268555, 2.284378388139885e-05]"
MITRUD,1.0,1,"[2.965952035083319e-06, 0.9999535083770752, 4.30902982770931e-05, 5.279543415781518e-07]"
QIRWAR,2.0,2,"[5.389123543864116e-05, 0.000370536174159497, 0.9994039535522461, 0.00017168151680380106]"
HEBGUS,2.0,2,"[4.689165052695898e-06, 0.00013548694550991058, 0.9996506571769714, 0.00020925294666085392]"
AGUBUA,2.0,2,"[1.3827616385242436e-05, 0.00032109313178807497, 0.9996388554573059, 2.6254749172949232e-05]"
QARCAP,1.0,1,"[2.0798710465896875e-05, 0.9951109290122986, 0.004804261028766632, 6.405689782695845e-05]"
ZODXEX,0.0,0,"[0.9972763657569885, 0.002713325433433056, 7.616494258400053e-06, 2.728111212491058e-06]"
DARCOQ,1.0,1,"[4.629099203157239e-05, 0.9993017911911011, 0.000636330689303577, 1.5581004845444113e-05]"
HIWKOO,1.0,1,"[1.1753018952731509e-05, 0.999736487865448, 0.0002494199725333601, 2.343141886740341e-06]"
RUYNUW,2.0,2,"[1.694000388852146e-06, 3.7661953683709726e-05, 0.999954104423523, 6.599093012482626e-06]"
UNIPAJ,1.0,1,"[2.2621570678893477e-05, 0.9981883764266968, 0.0017806901596486568, 8.298758075397927e-06]"
Zn6_IDC_4_OH_2_HPRZ_2,2.0,2,"[3.5758934245677665e-05, 0.0015142983756959438, 0.9983684420585632, 8.15807215985842e-05]"
CIKCEG,2.0,2,"[1.7456064824727946e-06, 0.00041763632907532156, 0.9995715022087097, 9.037144991452806e-06]"
MEKDOW,1.0,1,"[4.283099406166002e-05, 0.9968883395195007, 0.0030374552588909864, 3.133671998512e-05]"
LAVTOT,1.0,1,"[0.008668613620102406, 0.9884501099586487, 0.0024120910093188286, 0.00046918471343815327]"
TISJUC,1.0,1,"[0.00010123251558979973, 0.9992978572845459, 0.0005100471316836774, 9.090223466046154e-05]"
GAZKUP,1.0,1,"[0.0018073482206091285, 0.9980983138084412, 9.063154720934108e-05, 3.6892899970553117e-06]"
SUTJOI,3.0,3,"[8.613453974248841e-05, 0.002756532747298479, 0.37281709909439087, 0.6243402361869812]"
SENWEP,0.0,0,"[0.9978930354118347, 0.002062039915472269, 2.158738425350748e-05, 2.3464795958716422e-05]"
CUTKOS,2.0,2,"[9.641694305173587e-06, 0.0008822986856102943, 0.9988753199577332, 0.00023273633269127458]"
QUDJUV,1.0,1,"[8.28706833999604e-06, 0.9963510036468506, 0.003618309274315834, 2.2312140572466888e-05]"
CUNFEX,1.0,1,"[0.0001048310732585378, 0.9704284071922302, 0.029383763670921326, 8.310245902976021e-05]"
HUVHIR,1.0,1,"[0.0002817928325384855, 0.9989582896232605, 0.0007444310467690229, 1.5513838661718182e-05]"
VOPVON,2.0,2,"[6.87019473843975e-06, 0.0006019123829901218, 0.9992774724960327, 0.0001137470462708734]"
OTODOS,1.0,1,"[0.0003686503041535616, 0.9591962099075317, 0.040332768112421036, 0.00010243128053843975]"
CAWZUX,1.0,1,"[0.0023906545247882605, 0.6683201193809509, 0.3289787471294403, 0.00031050320831127465]"
MAWWAK01,1.0,1,"[0.00014748824469279498, 0.9985166192054749, 0.00131984893232584, 1.6044354197219945e-05]"
HACREL,0.0,0,"[0.9992343783378601, 0.0007191222393885255, 3.3185344364028424e-05, 1.3317852790351026e-05]"
XICXEO,1.0,1,"[0.00011219950101803988, 0.9442926645278931, 0.05548838898539543, 0.00010673742508515716]"
KIYHUX,2.0,2,"[1.960010195034556e-06, 0.00014872355677653104, 0.9998070597648621, 4.233240179019049e-05]"
MOYPEW,1.0,1,"[1.8368085875408724e-05, 0.9948688745498657, 0.005086190532892942, 2.6561545382719487e-05]"
DONXOV,2.0,2,"[2.324858542124275e-06, 0.00012315961066633463, 0.9997459053993225, 0.00012853214866481721]"
SEFNUN,1.0,1,"[6.49124413030222e-05, 0.9991660118103027, 0.000701225595548749, 6.787445454392582e-05]"
XEJJIG,2.0,2,"[1.551204695715569e-05, 0.004835778381675482, 0.9940862655639648, 0.0010624269489198923]"
dut-68-zr,2.0,2,"[4.0935154288490594e-07, 5.589108695858158e-05, 0.9999053478240967, 3.842539808829315e-05]"
CdZrSr,2.0,2,"[4.408010863699019e-05, 0.00042020759428851306, 0.9992843270301819, 0.0002513675717636943]"
MOF-801-P,2.0,2,"[1.6852843600645429e-06, 8.233662083512172e-05, 0.9998407363891602, 7.519318023696542e-05]"
RUWWOW,2.0,2,"[1.8411281416774727e-05, 0.0007442500209435821, 0.998628556728363, 0.0006087514921091497]"
YEGCEU,1.0,1,"[0.0002905378059949726, 0.9881350994110107, 0.011449682526290417, 0.00012466426414903253]"
SAJLOH,2.0,2,"[5.581868549597857e-07, 8.802328011370264e-06, 0.999953031539917, 3.760560866794549e-05]"
TEWFOS,2.0,2,"[4.403273578645894e-06, 0.0001732461532810703, 0.9996800422668457, 0.0001422965433448553]"
GIKMOD03,1.0,1,"[2.5053532226593234e-05, 0.9990085363388062, 0.0009431797079741955, 2.3176651666290127e-05]"
VOFSIU,1.0,1,"[0.000106922845588997, 0.9970200061798096, 0.002543119480833411, 0.0003299957315903157]"
NU-1000-SALI-9,2.0,2,"[5.190652882447466e-05, 0.0013700880808755755, 0.9972721934318542, 0.0013058045879006386]"
LAZNIL,2.0,2,"[1.3744866009801626e-05, 0.0008912829798646271, 0.9990772604942322, 1.7764496078598313e-05]"
UFASAW,1.0,1,"[2.3816212433303008e-06, 0.9996763467788696, 0.00032029274734668434, 9.004647836263757e-07]"
WIKGII,2.0,2,"[4.2135889088967815e-05, 0.000255502643994987, 0.9982545971870422, 0.0014477764489129186]"
SADLEQ,2.0,2,"[0.0071271671913564205, 0.06641470640897751, 0.9210088849067688, 0.005449204705655575]"
LaBTB,3.0,3,"[2.4003087673918344e-05, 0.00040561609785072505, 0.0007513290038332343, 0.9988189935684204]"
GIYTOY,2.0,2,"[7.754822036076803e-06, 0.00018247799016535282, 0.999789297580719, 2.0542403945000842e-05]"
VOCQAF,1.0,1,"[0.0001115815612138249, 0.9962760210037231, 0.0035938816145062447, 1.8547916624811478e-05]"
DULCIY,1.0,1,"[0.00019295365200378, 0.9995362758636475, 0.0002603365865070373, 1.045897624862846e-05]"
KUMGUW,1.0,1,"[0.00022278960386756808, 0.9983888864517212, 0.0013741012662649155, 1.4283746168075595e-05]"
KAVJEX,2.0,2,"[1.081149821402505e-05, 0.00027640126063488424, 0.9996189475059509, 9.384351869812235e-05]"
HACDOH,0.0,0,"[0.9996738433837891, 0.00027839859831146896, 1.7266183931496926e-05, 3.0483881346299313e-05]"
HOMRAD,2.0,2,"[6.380910804182349e-07, 3.958338129450567e-05, 0.999953031539917, 6.815327196818544e-06]"
CAU-6,1.0,1,"[0.00039774589822627604, 0.9992006421089172, 0.00037877174327149987, 2.2900672774994746e-05]"
AMEJIM,2.0,2,"[1.752775460772682e-05, 0.0003056196728721261, 0.9996292591094971, 4.759646253660321e-05]"
HUCSEF,2.0,2,"[0.002243077615275979, 0.00436798483133316, 0.9676746129989624, 0.025714313611388206]"
WOLREV,0.0,0,"[0.9996458888053894, 0.00025351744261570275, 4.090834045200609e-05, 5.982489528832957e-05]"
OLEYEL,3.0,3,"[2.014842175412923e-05, 7.838496821932495e-05, 0.00041332552791573107, 0.9994881749153137]"
ASOYOY,2.0,2,"[2.4260887585114688e-05, 0.0008431848837062716, 0.998927891254425, 0.00020456884521991014]"
PETWOC,1.0,1,"[0.0005070285988040268, 0.9992520213127136, 0.00023562328715343028, 5.329145096766297e-06]"
OVIDIH,2.0,2,"[3.149354597553611e-06, 0.00022259633988142014, 0.9996361136436462, 0.00013825183850713074]"
HIQPII,2.0,2,"[1.0436816410219762e-05, 0.00032398203620687127, 0.9996258616447449, 3.971576370531693e-05]"
CAYCIQ,1.0,1,"[5.6649878388270736e-05, 0.9998664259910583, 7.45025827200152e-05, 2.5457375159021467e-06]"
GAYGOE,2.0,2,"[0.0005293764406815171, 0.01308788638561964, 0.9748798608779907, 0.011502950452268124]"
HUWHOY,1.0,1,"[0.0061719645746052265, 0.9204961657524109, 0.07210315018892288, 0.0012286269338801503]"
WEHRAD,2.0,2,"[1.4991096008998284e-07, 3.6348026242194464e-06, 0.9999876618385315, 8.625639566162135e-06]"
OSAWEL,0.0,0,"[0.9998503923416138, 0.00014328422548715025, 5.9527219491428696e-06, 3.248221105422999e-07]"
FIJFAG,2.0,2,"[3.279128009125998e-07, 2.691476038307883e-05, 0.9999569058418274, 1.5834099031053483e-05]"
LURRUM,0.0,0,"[0.9996813535690308, 0.00030917118419893086, 2.1889277377340477e-06, 7.331342658289941e-06]"
VOPWAA,2.0,2,"[4.932217962050345e-06, 0.00012894491374026984, 0.999856173992157, 1.0079213097924367e-05]"
QIFLUO,3.0,3,"[0.00048714311560615897, 0.0009341216064058244, 0.007224974688142538, 0.9913538098335266]"
KEQJEX,1.0,1,"[3.285469938418828e-05, 0.9999327063560486, 3.2477721106261015e-05, 2.0267473246349255e-06]"
SAMYAJ,2.0,2,"[9.300400961365085e-06, 0.001409290824085474, 0.9985005855560303, 8.080263069132343e-05]"
CUKXAI,2.0,2,"[1.8609824110171758e-05, 0.000611139927059412, 0.9991763830184937, 0.00019393066759221256]"
DUKXEO,2.0,2,"[1.5004618489911081e-06, 3.626249235821888e-05, 0.9999513626098633, 1.0798937182698864e-05]"
mil-101-no2,1.0,1,"[0.002166471444070339, 0.8950714468955994, 0.09744864702224731, 0.005313454661518335]"
GUVCOP,0.0,0,"[0.9999887943267822, 1.0840531103895046e-05, 1.9607307422120357e-07, 1.4183513030729955e-07]"
SCUTC-19,1.0,1,"[0.00035387391108088195, 0.9978826642036438, 0.0017341492930427194, 2.928795038315002e-05]"
WUTBEU,3.0,3,"[8.55928665259853e-05, 0.001610644394531846, 0.017158012837171555, 0.9811456203460693]"
dut-69-zr,2.0,2,"[6.273213557506097e-07, 8.548762707505375e-05, 0.9998441934585571, 6.964114436414093e-05]"
CUCFOX,1.0,1,"[2.7076359401689842e-05, 0.9988111257553101, 0.0011573885567486286, 4.464773155632429e-06]"
DUKXAK,2.0,2,"[1.57344329636544e-05, 0.0010327533818781376, 0.9988948106765747, 5.6688895710976794e-05]"
YUQMOO,3.0,3,"[5.337077163858339e-05, 0.0002688516688067466, 0.191836416721344, 0.8078413009643555]"
XOFTES,2.0,2,"[2.8270828806853388e-06, 0.0004646838060580194, 0.9995133280754089, 1.9206221622880548e-05]"
TAQGUQ,1.0,1,"[2.1902131265960634e-05, 0.9968459010124207, 0.0031210638117045164, 1.105494266084861e-05]"
DANVIY,1.0,1,"[0.0010682942811399698, 0.9981496334075928, 0.000720714742783457, 6.140138430055231e-05]"
Zn-DMOF-DM,0.0,0,"[0.9928058385848999, 0.00698464410379529, 0.00015413344954140484, 5.542119106394239e-05]"
WOLYON,3.0,3,"[0.00015713987522758543, 0.006415762472897768, 0.015163439325988293, 0.9782636761665344]"
DUKXUE,2.0,2,"[1.736867670842912e-05, 0.0017314564902335405, 0.9981970191001892, 5.41416957275942e-05]"
KINKID,2.0,2,"[3.482445890767849e-06, 5.199823499424383e-05, 0.9998145699501038, 0.00012999119644518942]"
EPEXII,1.0,1,"[0.0006295271450653672, 0.9913583993911743, 0.007946422323584557, 6.571933045051992e-05]"
ONOCOK,1.0,1,"[0.0001332479587290436, 0.9911007285118103, 0.00859326682984829, 0.0001727446069708094]"
TOVGAO,3.0,3,"[5.5800017435103655e-05, 0.0006043160683475435, 0.0036679378245025873, 0.9956719279289246]"
MOYNIY,1.0,1,"[2.369479443586897e-05, 0.9998059272766113, 0.00016816785500850528, 2.093353714371915e-06]"
HOHMIB,2.0,2,"[0.0005722848000004888, 0.00068323576124385, 0.9934201240539551, 0.00532431760802865]"
SENWOZ,0.0,0,"[0.9986565709114075, 0.0011752421269193292, 8.791820437181741e-05, 8.027956209843978e-05]"
ONULOA,2.0,2,"[4.832456397707574e-05, 0.0012455155374482274, 0.9973923563957214, 0.0013138778740540147]"
NEYYOG,1.0,1,"[5.3953099268255755e-05, 0.9997819066047668, 0.0001626389130251482, 1.5240326547427685e-06]"
QOSXOM,2.0,2,"[1.1697757145157084e-05, 0.01087967585772276, 0.9887914657592773, 0.0003171743592247367]"
GIYTIS,2.0,2,"[9.721434253151529e-07, 1.4147592992230784e-05, 0.9997590184211731, 0.00022592477034777403]"
VOPWEE,2.0,2,"[1.2753013834299054e-05, 0.0002203272160841152, 0.9996833801269531, 8.35977480164729e-05]"
SONVIB,3.0,3,"[0.0025581680238246918, 0.11596209555864334, 0.08190551400184631, 0.7995741963386536]"
SIFSIX-3-Zn,1.0,1,"[5.1004585657210555e-06, 0.9993352293968201, 0.0006590188131667674, 6.253794140320679e-07]"
VEHLEA01,2.0,2,"[1.1585104402911384e-05, 0.0005663491901941597, 0.9993983507156372, 2.377648706897162e-05]"
VOQJOC,2.0,2,"[1.2687894013652112e-05, 0.0027062667068094015, 0.9969586730003357, 0.0003223212552256882]"
UGOCAW,3.0,3,"[0.00011014696065103635, 0.003526566782966256, 0.01151878573000431, 0.9848445057868958]"
UiO-66-F2,1.0,1,"[0.0005046789883635938, 0.999321699142456, 0.0001639042020542547, 9.826620043895673e-06]"
ValZnFor,2.0,2,"[5.182078439247562e-06, 0.0011880480451509356, 0.9987085461616516, 9.819299884838983e-05]"
RUYNEG,2.0,2,"[2.7189294087293092e-06, 3.0952622182667255e-05, 0.9999609589576721, 5.42236739420332e-06]"
SUTJIC,1.0,1,"[0.0001891454594442621, 0.9908166527748108, 0.008006659336388111, 0.0009874196257442236]"
HOWRUI,2.0,2,"[0.0002546713803894818, 0.01041101012378931, 0.9797543883323669, 0.00957997515797615]"
PETXAP,1.0,1,"[8.488907951686997e-06, 0.9997947812080383, 0.00019515460007824004, 1.568782863614615e-06]"
GAYFUJ,2.0,2,"[3.4884819797298405e-06, 9.382749703945592e-05, 0.9998312592506409, 7.153597834985703e-05]"
MAWVEN01,1.0,1,"[0.00021863743313588202, 0.9991682767868042, 0.00060690613463521, 6.1679838836425915e-06]"
HEBHUT,2.0,2,"[4.6519033958247746e-07, 2.2248757886700332e-05, 0.999849796295166, 0.00012746539141517133]"
ACOGEF,1.0,1,"[1.3478475921147037e-05, 0.9998517036437988, 0.00013422785559669137, 6.480721594925853e-07]"
DAGJAZ,2.0,2,"[6.778040551580489e-05, 0.00032524976995773613, 0.9987778663635254, 0.0008292192360386252]"
UMCM-150,2.0,2,"[5.021027027396485e-05, 0.00020435142505448312, 0.9943479299545288, 0.005397522822022438]"
DULCAQ,1.0,1,"[0.00018481694860383868, 0.9924793243408203, 0.007228954695165157, 0.00010694742377381772]"
FORVOY,1.0,1,"[1.4409111827262677e-05, 0.9999808073043823, 4.719331172964303e-06, 1.14114016014355e-07]"
Zn-MOF-508,2.0,2,"[1.2973501725355163e-05, 0.000494595558848232, 0.9993665218353271, 0.00012581181363202631]"
WEHQOQ,2.0,2,"[7.18128092103143e-07, 1.4382821063918527e-05, 0.9997641444206238, 0.00022072912543080747]"
Zr6O6_ABDC-Cl2_12,1.0,1,"[5.7973993534687907e-05, 0.9998807907104492, 5.640152812702581e-05, 4.710675057140179e-06]"
PURNOH,2.0,2,"[5.079796210338827e-07, 2.9072472898405977e-05, 0.9999659061431885, 4.534746494755382e-06]"
TIZYEI,2.0,2,"[9.898828466248233e-06, 0.0006581482593901455, 0.9992696642875671, 6.226526602404192e-05]"
NAGQOC02,0.0,0,"[0.9999091625213623, 9.027743362821639e-05, 3.8192709439499595e-07, 1.6571725325320585e-07]"
